session_duration,rage_clicks,form_retries,error_messages,latency_ms,screen_transitions,help_page_visits,crash_indicator,scroll_depth,task_completion,input_hesitation_sec,backtracking_count,api_response_ms,support_escalation_proxy,is_anomaly
15.441725720665051,1,1,2,400.7939532565623,15.689681166110509,1,0,54.27060616232341,1,2.6794671851221152,1,256.99423401573455,0,0
14.524281599210264,0,0,1,205.5299755366688,7.073003223136603,2,0,64.94356115303883,1,3.023240020831682,1,264.870390156087,0,0
7.775295823768544,0,0,1,343.333591504297,19.801895100203048,3,0,65.37882562701611,1,2.7142127899416355,1,142.86353002955917,0,0
5.800695583418264,0,1,2,406.5526218511522,9.813731146037462,1,0,81.70402550071182,1,2.8819428882343012,3,259.41872918777204,0,0
9.102741442332285,1,0,0,316.8736119704954,16.878479353105647,1,0,100.0,1,0.6446638829560206,1,277.49614002871704,1,0
9.029846585445688,3,0,0,542.6394228494966,16.044367683844868,1,0,82.4844764256212,0,1.0955527676062138,1,347.7290353909273,0,0
12.986411565802355,0,0,0,448.81155985302416,15.3944436263935,1,0,60.55998060767266,1,0.5436300979097985,2,247.49117353939084,0,0
11.425257948841969,3,1,4,303.176929591379,11.526847341300641,1,0,70.86620703432514,1,0.34242873797539314,2,289.4554032330616,0,0
7.8540546912496305,1,3,0,164.43029745234574,12.225672514057438,1,0,81.57589098206164,1,1.4380347092773094,0,259.487650809175,0,0
18.913699391501968,1,1,2,394.3110365068032,10.150480707591086,1,0,100.0,1,2.54251761836522,0,172.67203368680026,0,0
9.563956863889846,0,0,0,462.89748679941476,11.075519262185958,0,0,93.0795896018534,1,2.1491000452488658,0,288.0914692544072,0,0
14.26670932625425,2,0,2,378.01857710546017,12.75028421803188,0,0,81.37663236442737,1,2.499774078601946,0,223.63279179111748,0,0
14.225203270681812,0,0,0,348.55401184733705,16.270408978731872,2,0,65.96732793981411,1,2.572772274282651,2,252.16935973077148,0,0
13.28436668704403,1,0,1,404.05881810851326,21.928899282866908,0,0,62.49505141410386,1,2.611594026372685,0,263.5711670914049,0,0
13.339239769383422,2,0,0,302.2272545340981,20.133258067380797,1,0,77.18503131302265,1,1.8931379177969099,1,333.7896867245683,0,0
14.53931709924909,1,0,0,388.70993817879463,3.317629912133004,0,0,65.72096518917193,1,0.0,0,237.56007170442595,0,0
10.244911403359847,0,0,0,420.9137017400531,12.20271654168915,1,0,69.73842268677095,1,2.6968141345124694,2,239.00996853799998,0,0
8.925682926251636,0,0,0,188.48180801925804,20.529328285863926,1,0,43.29414729323151,1,3.587863029263844,1,257.17974352355475,0,0
14.991636250352206,0,0,1,263.26365616585525,15.937302930630151,0,0,76.5773493111578,1,0.8070519830241483,1,188.04715658675985,0,0
13.402381498057457,1,1,0,426.3040357570039,16.422742544199767,0,0,87.66567291657296,1,2.051098972166531,0,264.2923838749072,0,0
32.11767002463437,11,6,6,1181.0240737428371,1.0,6,1,60.07984325010135,0,6.195572552272671,3,1356.076878847588,1,1
11.816329477401135,2,1,1,228.90547412967666,17.009962307971843,0,0,40.069359146269726,1,3.7038853853038414,1,297.35350712118213,0,0
11.201589823760782,0,1,1,202.76050529470103,14.007428229820169,0,0,70.3307058283191,1,0.48475540344784185,1,165.60795949824671,0,0
10.89253401744178,3,0,3,353.348918026368,17.112767811042918,1,0,72.63452594505844,1,1.1703019961356436,1,326.1630782814714,0,0
11.238742613280452,0,1,2,492.64675048480984,16.056584575142704,2,0,97.34062145424016,1,4.477991033297217,0,183.32083080195756,0,0
10.521594964598377,1,0,3,330.3819536163221,17.097932152184246,1,0,45.29595389413674,1,2.3182284978488745,0,203.4665236274393,0,0
12.634575457328374,2,1,0,259.59898411794995,10.076911633445418,1,0,59.71829030989991,1,0.5832241738033138,0,188.24434013628894,0,0
8.383067757226206,1,1,1,348.57925201344875,11.370332527155966,1,0,70.8707876099263,1,2.0183107216480756,2,342.48740986969784,0,0
13.117796995819425,0,1,1,339.0716873274945,15.801683979204736,0,0,62.87611541908929,1,2.0534240970334956,1,224.76213400242295,0,0
13.920068785994221,1,0,0,371.4698380115263,8.741067074408866,1,0,65.55542397858574,1,1.016873427136706,1,235.79967176252944,0,0
17.18255757320122,1,0,1,357.3383439506213,18.519172207011504,1,0,94.63996026154702,1,3.5319335401301095,3,294.80261863122126,0,0
14.891966960283984,2,3,1,349.36308908437496,12.584932547159328,0,0,51.76602112263991,1,1.982320150201008,2,270.801233439182,0,0
11.874484874828267,1,0,0,496.871999521812,15.93976840721663,1,0,69.82634590384019,1,2.413674710115175,3,255.15041968700731,0,0
8.345393210584483,4,0,1,364.48764376154696,14.050087265732236,1,0,81.87929703998519,1,3.3127022279468257,0,322.917404951835,0,0
7.534703699812553,1,0,0,538.5685223245533,14.921100411156623,0,0,60.24516815453822,1,1.205502257978407,0,212.98358661759457,0,0
17.873746830899087,0,1,0,299.943303265739,7.066049038950826,0,0,56.891878381399316,1,2.336940709577045,2,157.12041863460604,0,0
14.271562422483516,12,6,6,1345.0807974428647,13.20272919348529,7,1,54.22869806895822,1,5.445704843468317,5,806.2800167840049,1,1
11.310478799690628,1,1,1,321.7170335556456,12.723848000476226,2,0,67.92154784377821,1,2.113061016604252,1,271.80538944297166,0,0
12.357221652371097,2,0,0,397.0396239883102,14.013278499105823,1,0,59.68889100506638,1,2.2554886046350426,1,323.78515233191126,1,0
17.004904317238548,1,2,0,379.865134075022,18.48989028829906,1,0,55.0124538177679,1,3.8658301043321175,2,287.4853440573127,0,0
6.418800081374099,2,0,3,401.50917713764113,17.112028771041082,3,0,72.28999560156672,1,0.7244692144824656,1,286.6599860511078,0,0
19.461663438809715,0,1,1,340.1288905262616,11.502314210710429,0,0,81.45152374931648,1,3.653501953341116,2,307.1840237196311,1,0
8.015772467902757,1,0,1,342.4793557785775,18.38800343192937,0,0,100.0,1,1.078512620303938,1,296.6056130125681,0,0
16.91255666196154,0,2,5,572.4015063218118,6.068691828631693,0,0,26.97962010871855,1,2.6896565482366337,3,239.16610073931201,0,0
