sessions_per_week,avg_session_duration,feature_diversity,task_completion_rate,error_rate,help_usage,retention_probability,scroll_depth,click_frequency,abandoned_flows,support_contacts,engagement_score
7.261074661077064,18.506924482061123,7.211645040776048,0.938944199194195,0.05216044570140913,0.7193754618939358,0.9253322491564536,69.33477627262155,46.64574377693709,0.408143196471046,0.0,142.21895412320666
8.863758551679409,23.538848037864273,8.088333293554829,0.9428574578440828,0.07733385162659118,0.13063332329305458,0.9634367668139048,69.69033572619229,56.992341954680874,0.09146682326587122,0.46755687912587884,166.76051168236157
8.40422337528885,15.782804233110964,4.5449373970540154,0.8992746508989614,0.10995927452622718,0.04732792171679371,0.8913703646226022,68.55316179377013,54.276873567952975,0.37296286015186636,0.475625966377423,136.00144169462047
8.358454440980564,14.720531212950732,6.400524931302586,0.9769562720288223,0.07264635454755404,0.5773434809086273,0.8336638998205893,81.21440027009533,56.44674682976243,0.9996851561244285,0.18866667167805481,145.19030586254982
8.985178225047596,22.212788854499763,6.019087151860372,0.988958166946525,0.006496949548916748,0.7884642022651572,0.853840200613976,82.36838083298734,54.54669401022617,1.6765429384181627,0.16193275117418576,156.56851975879042
9.49893224983986,23.735292111562845,8.289094309789906,0.8808105731927612,0.02037090424138129,1.1733683864925686,0.9177619218934809,77.07338312128272,59.517643288407236,1.2442758508294782,0.0,166.27792340838167
8.784238051428694,13.562503954228067,6.273812644557982,0.9201211292994693,0.07423277545770483,0.14403274066062982,0.9467618740073148,79.33921334816102,46.1384494366436,0.6864120526264118,0.271842000811811,147.19172278002003
8.767546643198976,17.476048433369826,8.018658534891074,0.9766488203205703,0.06572082766204003,1.017760059718341,0.7829783865912198,86.12547102088686,61.033011692785315,0.8123377391910519,0.39490614116972206,156.62127289642137
6.794015547325932,21.93704288434229,7.304236646574964,0.9089674795217425,0.06331195030747365,0.45976858721042985,0.9118602525977751,77.0350572340964,67.29878151720908,0.959767831889591,0.47130798730238505,142.00081560423587
9.367085717331722,13.87367441230456,6.755957852372825,0.885452032483589,0.04146568761877598,1.3726756036847232,0.8822977718064725,81.38256220978927,64.08055228227343,0.0,0.0,146.93351058217007
